file,method,instance_file,config,mode,run,seed,start_time,iteration_limit,destroy_percent,status,runtime,objective,total_bin_cost,total_excess,total_conflicts,instance_name,set,x,y,z,t
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run1.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,1,42,2026-04-29 18:59:23,200,20,FEASIBLE,5.847623,75190.0,75190.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run2.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,2,43,2026-04-29 18:59:28,200,20,FEASIBLE,5.929706,75170.0,75170.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run3.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,3,44,2026-04-29 18:59:34,200,20,FEASIBLE,5.873011,75170.0,75170.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run4.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,4,45,2026-04-29 18:59:40,200,20,FEASIBLE,5.66688,75170.0,75170.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run5.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,5,46,2026-04-29 18:59:46,200,20,FEASIBLE,6.142574,75150.0,75150.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run6.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,6,47,2026-04-29 18:59:52,200,20,FEASIBLE,5.72141,75180.0,75180.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run7.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,7,48,2026-04-29 18:59:58,200,20,FEASIBLE,4.907522,75190.0,75190.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run8.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,8,49,2026-04-29 19:00:03,200,20,FEASIBLE,5.577008,75170.0,75170.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run9.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,9,50,2026-04-29 19:00:08,200,20,FEASIBLE,5.96341,75170.0,75170.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_3types_linear_run10.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_3types_linear,vanilla,10,51,2026-04-29 19:00:14,200,20,FEASIBLE,5.35683,75170.0,75170.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run1.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,1,42,2026-04-29 19:00:20,200,20,FEASIBLE,16.418944,75090.0,75090.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run2.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,2,43,2026-04-29 19:00:36,200,20,FEASIBLE,16.735907,75050.0,75050.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run3.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,3,44,2026-04-29 19:00:53,200,20,FEASIBLE,15.142325,75100.0,75100.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run4.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,4,45,2026-04-29 19:01:08,200,20,FEASIBLE,15.938733,75100.0,75100.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run5.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,5,46,2026-04-29 19:01:24,200,20,FEASIBLE,16.419176,75070.0,75070.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run6.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,6,47,2026-04-29 19:01:40,200,20,FEASIBLE,15.645689,75070.0,75070.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run7.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,7,48,2026-04-29 19:01:56,200,20,FEASIBLE,15.12045,75050.0,75050.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run8.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,8,49,2026-04-29 19:02:11,200,20,FEASIBLE,16.232218,75070.0,75070.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run9.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,9,50,2026-04-29 19:02:27,200,20,FEASIBLE,18.079367,75050.0,75050.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_1_set1_5types_linear_run10.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_1.txt,set1_5types_linear,vanilla,10,51,2026-04-29 19:02:45,200,20,FEASIBLE,15.659974,75070.0,75070.0,0.0,0.0,Correia_Random_4_3_9_1,set1,4,3,9,1.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run1.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,1,42,2026-04-29 19:05:56,200,20,FEASIBLE,5.695855,75760.0,75760.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run2.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,2,43,2026-04-29 19:06:02,200,20,FEASIBLE,5.524124,75680.0,75680.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run3.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,3,44,2026-04-29 19:06:07,200,20,FEASIBLE,6.199092,75710.0,75710.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run4.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,4,45,2026-04-29 19:06:14,200,20,FEASIBLE,5.849023,75760.0,75760.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run5.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,5,46,2026-04-29 19:06:19,200,20,FEASIBLE,5.61886,75790.0,75790.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run6.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,6,47,2026-04-29 19:06:25,200,20,FEASIBLE,5.789044,75740.0,75740.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run7.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,7,48,2026-04-29 19:06:31,200,20,FEASIBLE,5.839008,75740.0,75740.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run8.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,8,49,2026-04-29 19:06:37,200,20,FEASIBLE,5.996797,75740.0,75740.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run9.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,9,50,2026-04-29 19:06:43,200,20,FEASIBLE,5.328516,75720.0,75720.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_3types_linear_run10.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_3types_linear,vanilla,10,51,2026-04-29 19:06:48,200,20,FEASIBLE,5.698297,75690.0,75690.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run1.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,1,42,2026-04-29 19:06:54,200,20,FEASIBLE,14.027208,75640.0,75640.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run2.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,2,43,2026-04-29 19:07:08,200,20,FEASIBLE,12.289939,75640.0,75640.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run3.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,3,44,2026-04-29 19:07:20,200,20,FEASIBLE,12.524596,75650.0,75650.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run4.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,4,45,2026-04-29 19:07:33,200,20,FEASIBLE,12.44651,75660.0,75660.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run5.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,5,46,2026-04-29 19:07:45,200,20,FEASIBLE,12.13687,75640.0,75640.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run6.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,6,47,2026-04-29 19:07:57,200,20,FEASIBLE,12.023279,75630.0,75630.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run7.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,7,48,2026-04-29 19:08:09,200,20,FEASIBLE,12.037432,75650.0,75650.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run8.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,8,49,2026-04-29 19:08:21,200,20,FEASIBLE,13.477536,75670.0,75670.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run9.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,9,50,2026-04-29 19:08:35,200,20,FEASIBLE,13.566351,75630.0,75630.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_2_set1_5types_linear_run10.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_2.txt,set1_5types_linear,vanilla,10,51,2026-04-29 19:08:48,200,20,FEASIBLE,13.498501,75630.0,75630.0,0.0,0.0,Correia_Random_4_3_9_2,set1,4,3,9,2.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run1.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,1,42,2026-04-29 19:09:02,200,20,FEASIBLE,5.186172,75360.0,75360.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run2.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,2,43,2026-04-29 19:09:07,200,20,FEASIBLE,5.337924,75350.0,75350.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run3.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,3,44,2026-04-29 19:09:12,200,20,FEASIBLE,5.987973,75370.0,75370.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run4.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,4,45,2026-04-29 19:09:18,200,20,FEASIBLE,6.070726,75320.0,75320.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run5.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,5,46,2026-04-29 19:09:24,200,20,FEASIBLE,5.594537,75350.0,75350.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run6.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,6,47,2026-04-29 19:09:30,200,20,FEASIBLE,5.433296,75330.0,75330.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run7.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,7,48,2026-04-29 19:09:35,200,20,FEASIBLE,5.414136,75370.0,75370.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run8.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,8,49,2026-04-29 19:09:41,200,20,FEASIBLE,5.534171,75320.0,75320.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run9.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,9,50,2026-04-29 19:09:46,200,20,FEASIBLE,5.81797,75360.0,75360.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_3types_linear_run10.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_3types_linear,vanilla,10,51,2026-04-29 19:09:52,200,20,FEASIBLE,5.272972,75330.0,75330.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_5types_linear_run1.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_5types_linear,vanilla,1,42,2026-04-29 19:09:57,200,20,FEASIBLE,12.185324,75270.0,75270.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_5types_linear_run2.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_5types_linear,vanilla,2,43,2026-04-29 19:10:10,200,20,FEASIBLE,15.971721,75310.0,75310.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_5types_linear_run3.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_5types_linear,vanilla,3,44,2026-04-29 19:10:26,200,20,FEASIBLE,13.172955,75290.0,75290.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_5types_linear_run4.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_5types_linear,vanilla,4,45,2026-04-29 19:10:39,200,20,FEASIBLE,12.96613,75290.0,75290.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_Correia_Random_4_3_9_3_set1_5types_linear_run5.txt,vanilla,../instances/set_1/N_1000/Correia_Random_4_3_9_3.txt,set1_5types_linear,vanilla,5,46,2026-04-29 19:10:52,200,20,FEASIBLE,14.571536,75320.0,75320.0,0.0,0.0,Correia_Random_4_3_9_3,set1,4,3,9,3.0
