file,method,instance_file,config,mode,run,seed,start_time,iteration_limit,destroy_percent,status,runtime,objective,total_bin_cost,total_excess,total_conflicts,instance_name,set,x,y,z,t
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_linear_run10.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_linear,vanilla,10,51,2026-04-30 12:35:31,200,20,FEASIBLE,12.945263,127900.0,127900.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run1.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,1,42,2026-04-30 12:35:44,200,20,FEASIBLE,9.514087,82513.0,82513.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run2.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,2,43,2026-04-30 12:35:54,200,20,FEASIBLE,9.63502,82550.0,82550.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run3.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,3,44,2026-04-30 12:36:03,200,20,FEASIBLE,9.257395,82563.0,82563.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run4.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,4,45,2026-04-30 12:36:13,200,20,FEASIBLE,8.818337,82493.0,82493.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run5.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,5,46,2026-04-30 12:36:22,200,20,FEASIBLE,10.034621,82664.0,82664.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run6.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,6,47,2026-04-30 12:36:32,200,20,FEASIBLE,10.000403,82512.0,82512.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run7.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,7,48,2026-04-30 12:36:42,200,20,FEASIBLE,9.726723,82670.0,82670.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run8.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,8,49,2026-04-30 12:36:51,200,20,FEASIBLE,9.3691,82541.0,82541.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run9.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,9,50,2026-04-30 12:37:01,200,20,FEASIBLE,9.357207,82457.0,82457.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_7_set2_7types_concave_run10.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_7.txt,set2_7types_concave,vanilla,10,51,2026-04-30 12:37:10,200,20,FEASIBLE,9.878619,82680.0,82680.0,0.0,0.0,HS_Random_4_10_7,set2,4,10,7,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run1.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,1,42,2026-04-30 12:37:20,200,20,FEASIBLE,16.195305,180519.0,180519.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run2.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,2,43,2026-04-30 12:37:36,200,20,FEASIBLE,15.746694,180505.0,180505.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run3.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,3,44,2026-04-30 12:37:52,200,20,FEASIBLE,15.868992,180456.0,180456.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run4.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,4,45,2026-04-30 12:38:08,200,20,FEASIBLE,14.116598,180511.0,180511.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run5.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,5,46,2026-04-30 12:38:22,200,20,FEASIBLE,16.290648,180431.0,180431.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run6.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,6,47,2026-04-30 12:38:38,200,20,FEASIBLE,15.666346,180477.0,180477.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run7.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,7,48,2026-04-30 12:38:54,200,20,FEASIBLE,15.525481,180515.0,180515.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run8.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,8,49,2026-04-30 12:39:09,200,20,FEASIBLE,16.307889,180468.0,180468.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run9.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,9,50,2026-04-30 12:39:26,200,20,FEASIBLE,16.45482,180469.0,180469.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_convex_run10.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_convex,vanilla,10,51,2026-04-30 12:39:42,200,20,FEASIBLE,15.795231,180453.0,180453.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run1.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,1,42,2026-04-30 12:39:58,200,20,FEASIBLE,12.109505,127800.0,127800.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run2.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,2,43,2026-04-30 12:40:10,200,20,FEASIBLE,11.883512,127760.0,127760.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run3.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,3,44,2026-04-30 12:40:22,200,20,FEASIBLE,12.528209,127780.0,127780.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run4.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,4,45,2026-04-30 12:40:34,200,20,FEASIBLE,11.519055,127710.0,127710.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run5.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,5,46,2026-04-30 12:40:46,200,20,FEASIBLE,12.617375,127760.0,127760.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run6.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,6,47,2026-04-30 12:40:59,200,20,FEASIBLE,11.421436,127800.0,127800.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run7.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,7,48,2026-04-30 12:41:10,200,20,FEASIBLE,11.614352,127710.0,127710.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run8.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,8,49,2026-04-30 12:41:22,200,20,FEASIBLE,11.870219,127720.0,127720.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run9.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,9,50,2026-04-30 12:41:34,200,20,FEASIBLE,11.81558,127710.0,127710.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_linear_run10.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_linear,vanilla,10,51,2026-04-30 12:41:45,200,20,FEASIBLE,11.881742,127740.0,127740.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run1.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,1,42,2026-04-30 12:41:57,200,20,FEASIBLE,8.404212,82303.0,82303.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run2.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,2,43,2026-04-30 12:42:06,200,20,FEASIBLE,8.760958,82332.0,82332.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run3.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,3,44,2026-04-30 12:42:14,200,20,FEASIBLE,9.868311,82362.0,82362.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run4.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,4,45,2026-04-30 12:42:24,200,20,FEASIBLE,9.282726,82335.0,82335.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run5.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,5,46,2026-04-30 12:42:34,200,20,FEASIBLE,9.231664,82333.0,82333.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run6.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,6,47,2026-04-30 12:42:43,200,20,FEASIBLE,8.632558,82341.0,82341.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run7.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,7,48,2026-04-30 12:42:51,200,20,FEASIBLE,9.279376,82406.0,82406.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run8.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,8,49,2026-04-30 12:43:01,200,20,FEASIBLE,8.392851,82390.0,82390.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run9.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,9,50,2026-04-30 12:43:09,200,20,FEASIBLE,8.524347,82281.0,82281.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_8_set2_7types_concave_run10.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_8.txt,set2_7types_concave,vanilla,10,51,2026-04-30 12:43:18,200,20,FEASIBLE,8.339824,82359.0,82359.0,0.0,0.0,HS_Random_4_10_8,set2,4,10,8,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run1.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,1,42,2026-04-30 12:43:26,200,20,FEASIBLE,15.579226,175564.0,175564.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run2.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,2,43,2026-04-30 12:43:42,200,20,FEASIBLE,16.947299,175595.0,175595.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run3.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,3,44,2026-04-30 12:43:59,200,20,FEASIBLE,15.090197,175590.0,175590.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run4.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,4,45,2026-04-30 12:44:14,200,20,FEASIBLE,16.272298,175601.0,175601.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run5.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,5,46,2026-04-30 12:44:30,200,20,FEASIBLE,15.316243,175562.0,175562.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run6.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,6,47,2026-04-30 12:44:45,200,20,FEASIBLE,15.664715,175628.0,175628.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run7.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,7,48,2026-04-30 12:45:01,200,20,FEASIBLE,15.371594,175600.0,175600.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run8.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,8,49,2026-04-30 12:45:16,200,20,FEASIBLE,16.407714,175600.0,175600.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run9.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,9,50,2026-04-30 12:45:33,200,20,FEASIBLE,16.111399,175587.0,175587.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_convex_run10.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_convex,vanilla,10,51,2026-04-30 12:45:49,200,20,FEASIBLE,15.920067,175619.0,175619.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_linear_run1.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_linear,vanilla,1,42,2026-04-30 12:46:05,200,20,FEASIBLE,11.628883,124310.0,124310.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_linear_run2.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_linear,vanilla,2,43,2026-04-30 12:46:16,200,20,FEASIBLE,11.880854,124380.0,124380.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_linear_run3.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_linear,vanilla,3,44,2026-04-30 12:46:28,200,20,FEASIBLE,11.847363,124490.0,124490.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_linear_run4.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_linear,vanilla,4,45,2026-04-30 12:46:40,200,20,FEASIBLE,11.231735,124490.0,124490.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_linear_run5.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_linear,vanilla,5,46,2026-04-30 12:46:51,200,20,FEASIBLE,11.485531,124310.0,124310.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
/home/pc-515/Documents/Graduate/Mestrado/Disciplinas/Período 2026-1/Métodos Híbridos em Otimização Combinatória/Programs/cos841_VSBPPC/lnsa_solutions/vanilla_subset/sol_HS_Random_4_10_9_set2_7types_linear_run6.txt,vanilla,../instances/set_2/N_1000/HS_Random_4_10_9.txt,set2_7types_linear,vanilla,6,47,2026-04-30 12:47:03,200,20,FEASIBLE,11.498422,124290.0,124290.0,0.0,0.0,HS_Random_4_10_9,set2,4,10,9,
